topicId,rank,docId,filename
1,1,18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461007-ray_frank.txt
1,2,19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461009-ray_thomas.txt
1,3,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460426-connally_1.txt
1,4,13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460458-davis_mrs.txt
1,5,20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461017-reeves.txt
1,6,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460610-johnson_mrs.txt
1,7,14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460571-hill.txt
1,8,21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461032-riggs.txt
1,9,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460609-johnson.txt
1,10,9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460440-craig.txt
1,11,7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460429-connally_4.txt
1,12,11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460448-crull.txt
1,13,12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460456-davis_barbara.txt
1,14,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460428-connally_3.txt
1,15,8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460436-couch.txt
1,16,2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460406-carrico.txt
1,17,1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460388-brock.txt
1,18,15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460589-hunt.txt
1,19,3,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460420-clark.txt
1,20,10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460447-croy.txt
1,21,5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460427-connally_2.txt
2,1,11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460448-crull.txt
2,2,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460428-connally_3.txt
2,3,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460426-connally_1.txt
2,4,18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461007-ray_frank.txt
2,5,20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461017-reeves.txt
2,6,21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461032-riggs.txt
2,7,10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460447-croy.txt
2,8,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460610-johnson_mrs.txt
2,9,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460609-johnson.txt
2,10,8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460436-couch.txt
2,11,7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460429-connally_4.txt
2,12,2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460406-carrico.txt
2,13,19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461009-ray_thomas.txt
2,14,14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460571-hill.txt
2,15,13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460458-davis_mrs.txt
2,16,15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460589-hunt.txt
2,17,9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460440-craig.txt
2,18,1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460388-brock.txt
2,19,3,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460420-clark.txt
2,20,12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460456-davis_barbara.txt
2,21,5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460427-connally_2.txt
3,1,4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460426-connally_1.txt
3,2,6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460428-connally_3.txt
3,3,17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460610-johnson_mrs.txt
3,4,16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460609-johnson.txt
3,5,14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460571-hill.txt
3,6,7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460429-connally_4.txt
3,7,1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460388-brock.txt
3,8,12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460456-davis_barbara.txt
3,9,18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461007-ray_frank.txt
3,10,10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460447-croy.txt
3,11,19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461009-ray_thomas.txt
3,12,11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460448-crull.txt
3,13,9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460440-craig.txt
3,14,20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461017-reeves.txt
3,15,13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460458-davis_mrs.txt
3,16,5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460427-connally_2.txt
3,17,2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460406-carrico.txt
3,18,21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461032-riggs.txt
3,19,8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460436-couch.txt
3,20,15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460589-hunt.txt
