docId,filename,top topics, and contribution to doc ...
1,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460388-brock.txt,10,0.398,3,0.167,7,0.165,6,0.091,2,0.077
2,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460406-carrico.txt,9,0.645,7,0.093,4,0.087
3,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460420-clark.txt,9,0.533,4,0.267,2,0.053,10,0.050
4,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460426-connally_1.txt,3,0.322,5,0.268,6,0.164,7,0.106
5,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460427-connally_2.txt,7,0.735,5,0.060
6,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460428-connally_3.txt,5,0.441,9,0.210,3,0.202
7,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460429-connally_4.txt,6,0.440,5,0.168,3,0.091,2,0.078,7,0.071,4,0.064
8,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460436-couch.txt,8,0.707,4,0.136,2,0.059
9,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460440-craig.txt,8,0.501,6,0.144,4,0.130,10,0.079
10,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460447-croy.txt,10,0.482,4,0.144,2,0.101,6,0.080,8,0.059,3,0.055,7,0.052
11,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460448-crull.txt,2,0.792,6,0.056
12,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460456-davis_barbara.txt,7,0.568,8,0.158,6,0.109
13,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460458-davis_mrs.txt,4,0.483,8,0.239,6,0.069,1,0.062,2,0.057
14,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460571-hill.txt,6,0.365,10,0.184,8,0.140,3,0.086,4,0.080
15,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460589-hunt.txt,9,0.603,10,0.187,4,0.128
16,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460609-johnson.txt,5,0.394,3,0.192,6,0.175,2,0.097
17,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7460610-johnson_mrs.txt,5,0.576,3,0.212,2,0.051
18,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461007-ray_frank.txt,1,0.754,6,0.092
19,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461009-ray_thomas.txt,1,0.386,10,0.236,4,0.187,6,0.052
20,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461017-reeves.txt,10,0.563,4,0.162,2,0.083,8,0.078
21,/Users/justinlittman/Data/HIST3001Spring17-Topic-Modeling/./data-cleaned/7461032-riggs.txt,4,0.705,6,0.087,2,0.084
